id, name, type, samplingRate, min, max, value, status
1,Temperatura motor,Temperatura,10,15,70,40.60400092672056,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.433705530112405,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,18.7554566864118,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.721231773279854,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.117866349570727,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.336459340461836,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.771552549858008,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,36.585550775827436,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.78094500865171,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.44883256091171,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,35.94047590726525,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,85.49151996295451,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.627350170817905,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,38.3320919236889,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.633596744216324,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,69.05771912928093,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.77423900117769,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,36.144153948934665,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.90266722359243,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.369250036024189,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.02168126680876,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.57459159403094,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,26.79252524379958,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.453291895347306,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.601128132047052,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,59.330478129074294,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,10.31692159673812,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.699068483493154,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,34.16369957218494,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.408613832834414,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,69.86398198700286,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.06557291917974,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,33.55177106430184,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,29.928548036563235,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.588409816008646,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,70.31351131719836,FAILED
5,Nível de água do motor,Umidade,50,5,15,7.703991989748275,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,22.163921209312136,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.60694212188579,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.051189746992506,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,70.68437815895133,FAILED
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,43.07055604429316,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.832135659403411,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,33.2902622360281,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.993766326025334,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,24.684106248732697,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.48284917136347,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,73.11033923474331,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,66.1727382768562,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.545853252478281,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,55.09492572800286,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.427813349658209,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,19.821142736799484,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.0564893706498,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.161440305596518,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,24.56193879341513,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,8.23402805094562,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.715905716692802,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,35.30116561076234,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.494559025240477,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,65.18856976319576,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.63006785111331,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,22.7212490828849,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.91831949111233,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.975023873072839,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.03145431202225,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.914728973481939,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,61.50270089256509,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.38206001252336,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.907874273066284,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.794823749725325,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,26.636976120693202,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.666032718280111,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,25.09385730479095,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.540571085619845,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,34.17661753873454,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.68178995321498,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,94.8891923516448,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.4233973294805,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.616456635566323,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,68.63218552638389,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.545020012860808,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,60.80221729694898,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.419249099037692,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.270807622526299,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,34.107882288584015,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,74.72440756911031,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.522921107400986,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.07523851178841,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.229687956318234,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,57.569561283773226,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.178691195780964,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,28.43474365949044,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.47770662654901,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.780087344801165,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,44.16043730940758,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.7806924525947485,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,56.24490871299544,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.3616685369233,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.904005324862368,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,59.54573427719038,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,84.25904020443537,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.892228039041175,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.67407003907762,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.759032389220655,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,65.5230866790339,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.91747302984952,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,106.3176142511823,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,32.09415403192899,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.822383675445725,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.319100609810924,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.07051783562845,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,53.44065701843444,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.87020620908743,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.607834033955049,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.9171681245538,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,110.32074419429676,FAILED
5,Nível de água do motor,Umidade,50,5,15,5.6790903155774854,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.14467707876699,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,55.32436262450542,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.410323670275318,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,29.745017850613063,FAILED
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,32.30500410370738,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.74276701438242,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.021420442329076,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,25.605235785352413,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.529128715683026,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,100.76413801702033,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.345173295941485,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.010158703025525,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.07927729190207,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,77.26603848130628,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.020992225197835,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.39251544267559,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,30.543290637403643,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.309116281213253,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.78445273546948,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,9.668399954392626,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,43.90267263692742,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.108501814133962,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,46.27662766445702,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.928991072802447,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,79.96807416295013,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,40.00419421104331,FAILED
5,Nível de água do motor,Umidade,50,5,15,7.250024701960838,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,55.39900999516746,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,100.81874712786866,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.839716649015543,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,33.477897619128875,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,37.7994408510345,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.166519338710129,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.25960118643945,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,6.1181152507846015,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,61.5477925452267,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.109830457828458,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,56.844477414800636,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.077989403367305,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,13.6673605948018,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.55762015868453,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.284121812020951,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,56.494393980718584,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,6.304553543822115,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.938829248596786,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.89345045751509,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,52.942524991848835,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.888616735011382,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.777349895425985,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,101.51426381077883,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,50.61300702135825,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.34694561679175,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.3243344293481,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.685499046618695,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,55.719246785583735,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.300092643791885,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.210374455550491,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.96301518462202,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,15.830629096521339,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.790963232301349,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,64.31607245429008,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,60.40432879220215,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.803682672530577,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.74131866622058,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,5.334798617890911,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,57.527620813054355,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.26409450417982,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.03992523818485,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.008079560594656,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,38.70377735010802,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.67576655113854,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.241965409971305,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,66.64748404529021,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,31.947762515789428,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.174932242445937,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,49.86386479024985,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,21.00864914023794,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.379404293649177,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.26908162633325,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,97.8555413720212,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,23.6494902464201,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.330358410765849,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,45.291115333013664,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.383707445845577,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,37.85965989791273,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.16705142052583,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.883533720747147,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.2173707845445,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,65.03178796966385,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.275948527973913,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,33.45104053613067,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,25.797503654770175,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.713577302422076,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.874321101355484,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,98.89331360102877,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,57.091793623539616,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.019763566940838,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,44.41019298646846,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.031042911726888,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,51.867870914139345,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.446247273440235,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.3850334069137675,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.436482901919604,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,104.39059929958495,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.119437915683337,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,69.2098525277132,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,69.31508903732848,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.252734196434171,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.4673662187687,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,13.670907475489955,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.653811065420875,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.792221520569321,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,60.622967816106794,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.467472720706585,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,19.60579496871386,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.9348072991845,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.326972272045609,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,24.725022660424017,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,109.4948863146981,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.451429147007989,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,27.483432447806674,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,58.83020357804615,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.407866750018268,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.314260990405451,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,5.5866857579270714,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,45.51409112352519,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.24590741970681,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,46.25168741720921,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,70.79765332960635,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.356192905912856,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.02608813429909,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.597995844534447,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,64.47219432023199,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,45.76005506295518,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.20143776330454,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.675274323426926,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,49.384245417747756,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.38112705056708,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.241767521051503,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,54.22844563483724,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,30.992647480077483,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.384776649758894,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,36.27964311323372,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,67.31309114049162,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.815364421823197,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,38.7345939868688,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.706306794269592,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,29.602632569276523,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,19.010832008893182,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.294745941739769,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,60.85803486218232,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,32.52415722287787,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.118188683703266,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.382541222024788,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,105.04962824600216,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,68.02335070845913,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.737874243243816,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.45299839891682,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,65.3959733578386,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.138852903702691,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.30644933477861,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.397561688523812,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,49.24634540079853,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,8.842042835378312,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.77194380519479,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,44.92837482085994,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,43.82873517231644,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.95656508525694,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.629648910901896,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,63.37775024346134,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,29.09265768977016,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.405662652536192,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.31917126850573,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,21.43988429209782,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.291163189177503,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.62260465112514,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.231636840827437,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.61596699471458,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,50.17278758127887,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.678852634907628,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,19.93488806002634,FAILED
1,Temperatura motor,Temperatura,10,15,70,41.78995414530578,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.690388040371495,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.162312386512776,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,102.9382725622205,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.2098585552191,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.188370420072216,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.532281987496035,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,70.21951326367251,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.597319933442662,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.526417595082894,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.475633103972513,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,31.79005011035119,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,104.55521426578214,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.470569547476414,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,38.10042159978711,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,27.952788344428683,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.633658703213,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.285104591758712,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,67.04057261601487,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,57.43559864300737,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.26188107133978,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,20.313364101578898,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,77.28927194540104,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.744581014908727,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.72009327176082,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.337795241543482,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,70.5783936412227,FAILED
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,30.9067745065134,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.707328060741013,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,27.739181605199544,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,36.876714281219165,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.862940529136814,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.123944270326424,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,78.52800084272181,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,36.01219724601498,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.084256400081328,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.22396332012698,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,67.11553250786443,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.410042291332175,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.62614730936338,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.994793571997217,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,55.594541037488796,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,17.090743897106545,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.576715107914282,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,32.935229105562634,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,37.03984067837118,SUCCESS
